Account number,Organization,Country/Area,Request response status,Access type,Samples,Response received date,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Primary Ticker,Tickers,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
597,Altron Plc,South Africa,Submitted,public, Continuity Climate Change,44774.3214814815," Dealers, wholesalers & distributors, Fabricated metal components, IT services, Marketing, Technology hardware wholesale & distribution, Telecommunications services"," IT & software development, Media, telecommunications & data center services, Metal products manufacturing, Trading, wholesale, distribution, rental & leasing, Web & marketing services"," Manufacturing, Retail, Services",Technology hardware wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,AEL SJ, AEL SJ,AEL.JO,2022,3488797253,,1403000000,9464000000,1241000000,-4000000,ZAR,740000000,20000000,33000000,9662000000,5362000000,33000000,1812000000,4300000000
600,AIB Group Plc,Ireland,Submitted,public," Benchmark, Continuity Climate Change, Fixed Income, Ireland",44770.3037731481, Banks, Financial services, Services,Banks,Financial services,Services,Financial services,AIBG ID, AIBG ID,AIBG.L,2022,8653044785,,1576000000,2876000000,2876000000,767000000,EUR,38535000000,0,18962000000,129752000000,117491000000,18962000000,9151000000,12261000000
618,Altri SGPS SA,Portugal,Submitted,public," Continuity Climate Change, Portugal",44767.4803587963, Pulp & paper mills, Wood & paper materials, Materials,Pulp & paper mills,Wood & paper materials,Materials,Paper & forestry,ALTR PL, ALTR PL,ALTR.LS,2022,1026684018,,318162612,1051902036,616124784,152534849,EUR,233607053,142379,8581921,1498363422,888491390,2080165,642712795,609872032
622,Alstom,France,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Euro, France, MSCI ACWI",44770.7991898148," Electronic equipment, Engines & motors, Other vehicle equipment & systems, Railroad rolling stock, Transportation support services"," Electrical & electronic equipment, Industrial support services, Powered machinery, Transportation equipment"," Manufacturing, Services",Railroad rolling stock,Transportation equipment,Manufacturing,Transport OEMS,ALO FP, ALO FP,ALO.PA,2022,8681947820,,937000000,16507000000,1966000000,-128000000,EUR,826000000,65000000,1213000000,31396000000,22294000000,1213000000,3698000000,9102000000
625,alstria office REIT-AG,Germany,Submitted,public," Continuity Climate Change, DACH",44770.5179976852, REIT, Financial services, Services,REIT,Financial services,Services,Real estate,AOX GR, AOX GR,AOX.DE,2022,1380006315,,-40260000,220989000,160403000,-74614000,EUR,364973000,-34766999,129758999,5163774000,2592374000,94992000,2404139000,2571400000
628,"Altria Group, Inc.",United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44771.8975231481," Alcoholic beverages, Tobacco products"," Food & beverage processing, Tobacco"," Food, beverage & agriculture",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco",MO US, MO US,MO,2022,81616764716,6300,8758000000,20688000000,14246000000,5764000000,USD,4030000000,0,9600000000,36954000000,40877000000,9600000000,26680000000,-3923000000
629,AltaGas Ltd.,Canada,Submitted,public," Benchmark, Canada, Climate High Impact Sample, Continuity Climate Change, MSCI ACWI",44770.8442013889," CCGT generation, Gas utilities, Oil & gas pipelines & storage"," Energy utility networks, Oil & gas storage & transportation, Thermal power generation"," Fossil Fuels, Infrastructure, Power generation",Gas utilities,Energy utility networks,Infrastructure,General,ALA CN, ALA CN,ALA.TO,2022,6582214255,,1472000000,14087000000,2949000000,399000000,CAD,53000000,0,654000000,23965000000,16347000000,654000000,10172000000,7618000000
631,ALPLA,Austria,Submitted,public,,44769.2284722222, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,1154Z AV, 1154Z AV,1154Z,2022,,,,,,,CAD,,,,,,,,
638,Alten,France,Submitted,public," Continuity Climate Change, France",44770.6001041667," Engineering services, Other professional services", Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,ATE FP, ATE FP,ATE.PA,2022,3970854622,,472386000,3783100000,582684000,457567000,EUR,601735000,315000,75371000,3367051000,1528433000,75371000,422196000,1838618000
641,Amer Sports,Finland,Submitted,public, Continuity Climate Change,44750.6217708333," Apparel design & manufacturing, Sporting goods"," Leisure & home manufacturing, Textiles & fabric goods"," Apparel, Manufacturing",Sporting goods,Leisure & home manufacturing,Manufacturing,General,AMEAS FH, AMEAS FH,AMEAS.HE,2022,,,,,,,EUR,,,,,,,,
660,American Airlines Group Inc,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, S&P 500, United States of America",44771.8396412037," Air freight, Passenger airlines", Air transport, Transportation services,Passenger airlines,Air transport,Transportation services,Transport services,AAL US, AAL US,AAL,2022,8280007680,0,2148000000,48971000000,9037000000,127000000,USD,440000000,8525000000,-7079000000,64716000000,70515000000,1446000000,43687000000,864000000
661,Ameren Corporation,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500, United States of America",44774.9843518518, Electricity networks, Energy utility networks, Infrastructure,Electricity networks,Energy utility networks,Infrastructure,Electric utilities,AEE US, AEE US,AEE,2022,23039172000,0,3179000000,7957000000,3343000000,1074000000,USD,10000000,240000000,958000000,37904000000,27267000000,1198000000,15095000000,10637000000
667,Ambev S.A,Brazil,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, FTSE All-World, Global 500, Latin America, MSCI ACWI",44782.0530092593," Alcoholic beverages, Non-alcoholic beverages", Food & beverage processing," Food, beverage & agriculture",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",ABEV3 BZ, ABEV3 BZ,ABEV3.SA,2022,228569317600,,26351600000,79708800000,39286700000,14457900000,BRL,14926400000,454500000,551000000,137958100000,54630300000,1005500000,3845000000,83327800000
668,Ambuja Cements,India,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, India, MSCI ACWI",44773.3362037037, Cement, Cement & concrete, Materials,Cement,Cement & concrete,Materials,Cement,ACEM IN, ACEM IN,ACEM.BO,2022,,,,,,,BRL,,,,,,,,
674,Amcor plc,Australia,Submitted,public," Australia, Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500, United States of America",44771.5978356482," Metal containers & packaging, Other containers & packaging, Plastic products"," Light manufacturing, Metal products manufacturing, Plastic product manufacturing", Manufacturing,Other containers & packaging,Light manufacturing,Manufacturing,General,AMCR US," AMCR UN, AMCR US",AMCR,2022,17567250000,44000,2109000000,14544000000,2820000000,805000000,USD,775000000,0,0,17426000000,13285000000,0,6490000000,4200000000
682,Amphenol Corporation,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44770.7721875, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,APH US, APH US,APH,2022,45295686000,91000,3010200000,12623000000,4028200000,1902300000,USD,1373100000,61100000,50800000,15326200000,8232100000,61100000,4577700000,7094100000
689,"American Electric Power Company, Inc.",United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44774.8576273148," Coal generation, Electricity networks, Other renewable generation"," Energy utility networks, Renewable power generation, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities,AEP US, AEP US,AEP,2022,48791584390,16974,7264300000,19639500000,11292200000,2307200000,USD,509400000,187500000,3787200000,93469400000,69347000000,3974700000,40400300000,24122400000
692,American Express,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44770.7248842593," Banks, Other financial"," Financial services, Specialized professional services", Services,Other financial,Specialized professional services,Services,General,AXP US, AXP US,AXP,2022,110073750000,77300,13974000000,52862000000,32748000000,7514000000,USD,33537000000,4537000000,5000000000,228000000000,203000000000,7877000000,44000000000,25000000000
699,"American International Group, Inc. (AIG)",United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44771.7448842593, Insurance, Financial services, Services,Insurance,Financial services,Services,Financial services,AIG US, AIG US,AIG,2022,47126448000,26200,19226000000,56539000000,56539000000,10227000000,USD,2043000000,238532000000,243592000000,526634000000,484399000000,309150000000,27179000000,42235000000
702,American Packaging,United States of America,Submitted,public,,44769.7539351852, Metal containers & packaging, Metal products manufacturing, Manufacturing,,,,,,,unknown,2022,,,,,,,,,,,,,,,
706,American Tower Corp.,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Fixed Income, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44774.5310763889," Communications equipment, Utility line construction"," Construction, Electrical & electronic equipment"," Infrastructure, Manufacturing",Utility line construction,Construction,Infrastructure,General,AMT US, AMT US,AMT,2022,98643922740,6391,6212700000,10711100000,7447300000,1765800000,USD,2028400000,0,29200000,67194500000,54786000000,29200000,47051000000,12408500000
707,"Ameriprise Financial, Inc.",United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500, United States of America",44770.5923611111," Asset managers, Insurance", Financial services, Services,Asset managers,Financial services,Services,Financial services,AMP US, AMP US,AMP,2022,33908193000,0,3340000000,14271000000,7416000000,3149000000,USD,7097000000,40811000000,40849000000,158468000000,154855000000,46878000000,5385000000,3613000000
710,AmerisourceBergen Corp.,United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI, S&P 500, United States of America",44831.6078472222," Dealers, wholesalers & distributors, Pharma & health care supplies wholesale & distribution"," Trading, wholesale, distribution, rental & leasing", Retail,Pharma & health care supplies wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,ABC US, ABC US,ABC,2022,33810142720,44000,3474757000,238587006000,8296367000,1698820000,USD,3388189000,0,0,56560616000,56489343000,0,5702833000,-6952000
713,AMG Advanced Metallurgical Group NV,Netherlands,Submitted,public," Benelux, Continuity Climate Change",44762.6103703704," Industrial machinery, Other non-ferrous metals, Other non-ferrous ore mining, Specialty chemicals"," Chemicals, Metal smelting, refining & forming, Metallic mineral mining, Powered machinery"," Manufacturing, Materials",Other non-ferrous metals,"Metal smelting, refining & forming",Materials,Metals & mining,AMG NA, AMG NA,AMG.AS,2022,1095290461,,290349000,1642774000,409486000,187589000,USD,346043000,70000,45989000,1872635000,1354786000,29324000,731759000,517849000
716,"Amgen, Inc.",United States of America,Submitted,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500, United States of America",44774.8715162037, Biotechnology, Biotech & pharma," Biotech, health care & pharma",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General,AMGN US, AMGN US,AMGN,2022,140512400000,0,8752000000,26323000000,19917000000,6552000000,USD,7629000000,1676000000,3503000000,65121000000,61460000000,1676000000,38945000000,3661000000
719,AMKOR TECHNOLOGY INC,United States of America,Submitted,public, Self selected companies climate change,44770.0269097222," Industrial services, Semiconductors"," Electrical & electronic equipment, Industrial support services"," Manufacturing, Services",Industrial services,Industrial support services,Services,General,AMKR US, AMKR US,AMKR,2022,5874068860,700,1528197000,7091585000,1329987000,765823000,USD,959072000,281964000,3334000,6821757000,3122056000,281964000,1379070000,3699701000
