Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
727,Precinct Properties New Zealand,New Zealand,,public," Continuity Climate Change, New Zealand",REIT,Financial services,Services,Real estate, PCT NZ, Investor,PCT.NZ,2020,2312288000,,48900000,128100000,118200000,30200000,NZD,7800000,0,95200000,3185200000,1276800000,95200000,1072300000,1908400000
729,GBMX,Brazil,,public,,Railroad rolling stock,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
746,"Analog Devices, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Fixed Income, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, ADI US," Investor, Supply Chain",ADI,2020,54542359190,15900,2368182000,5603056000,3690478000,1220761000,USD,1055860000,0,86729000,21468603000,9470658000,86729000,5145102000,11997945000
769,Anglian Water,United Kingdom of Great Britain and Northern Ireland,,public," Fixed Income, Self selected companies climate change",Waste water management,Non-energy utilities,Infrastructure,General, 2384Z LN, Investor,2384Z.L,2020,,,,,,,USD,,,,,,,,
772,Anglo American,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI, South Africa, UK",Coal extraction & processing,Coal mining,Fossil Fuels,Coal, AAL LN, Investor,AAL.L,2020,30033664216,,9030000000,25447000000,15912000000,2089000000,USD,7521000000,9000000,2266000000,62534000000,29768000000,2275000000,13511000000,32766000000
777,Anglo American Platinum,South Africa,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI, South Africa",Precious metals,"Metal smelting, refining & forming",Materials,Metals & mining, AMS SJ," Investor, Supply Chain",AMS.JO,2020,379082277914,,42932000000,137790000000,39723000000,30342000000,ZAR,19991000000,5039000000,4407000000,144377000000,65843000000,9446000000,843000000,78534000000
806,Ansell,Australia,,public," ASX 100, Australia, Continuity Climate Change",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, ANN AU," Investor, Supply Chain",ANN.AX,2020,4462393469,,403655870,2407167316,935001843,233601290,AUD,593899782,0,25853304,3540450254,1513144517,25853304,838779956,2027305736
814,ATRESMEDIA CORPORACION,Spain,,public," Continuity Climate Change, Spain",Media,"Media, telecommunications & data center services",Services,General, A3M SM, Investor,A3M.MC,2020,648460800,,79759000,799116000,405315000,23853000,EUR,172792000,13070000,18497000,1318946000,852660000,31567000,276446000,466286000
820,Antofagasta,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, MSCI ACWI, UK",Other non-ferrous ore mining,Metallic mineral mining,Materials,Metals & mining, ANTO LN, Investor,ANTO.L,2020,14201265691,,2542400000,5129300000,2272400000,506400000,USD,1246800000,2426000000,925700000,16604300000,6523200000,3351700000,3752100000,10081100000
825,Aon plc,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Other financial,Specialized professional services,Services,General, AON US," Investor, Supply Chain",AON,2020,47979417000,50000,3212000000,11066000000,5161000000,1969000000,USD,884000000,308000000,74000000,32106000000,28523000000,382000000,8626000000,3583000000
830,"Aoyama Trading Co., Ltd.",Japan,,public, Self selected companies climate change,Apparel stores,Discretionary retail,Retail,General, 8219 JP, Investor,8219.T,2020,26727479154,,-2791000000,161404000000,80022000000,-38887000000,JPY,53024000000,-26229000000,36952000000,329452000000,164992000000,10723000000,103673000000,164460000000
846,AptarGroup,United States of America,,public, Continuity Climate Change,Plastic products,Plastic product manufacturing,Manufacturing,General, ATR US," Investor, Supply Chain",ATR,2020,8929197810,13000,581191000,2929340000,1086519000,214040000,USD,300137000,243000,50087000,3990053000,2139268000,50330000,1172864000,1850785000
865,Apple Inc.,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Communications equipment,Electrical & electronic equipment,Manufacturing,General, AAPL US," Investor, Supply Chain",AAPL,2020,2223018730440,147000,77344000000,274515000000,104956000000,57411000000,USD,38016000000,52927000000,100887000000,323888000000,258549000000,153814000000,112436000000,65339000000
868,Applied Materials Inc.,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, AMAT US," Investor, Supply Chain",AMAT,2020,78964500000,24000,4782000000,17202000000,7692000000,3619000000,USD,5351000000,387000000,1538000000,22353000000,11775000000,1925000000,5448000000,10578000000
889,Aramark Corporation,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI",Food & beverage amenities,"Bars, hotels & restaurants",Hospitality,General, ARMK US," Investor, Supply Chain",ARMK,2020,7046897040,247900,528876000,12829559000,835892000,-461435000,USD,2509188000,0,262609000,15712684000,12966708000,262609000,9691900000,2745976000
894,Arcadis,Netherlands,,public," Benelux, Continuity Climate Change",Engineering services,Specialized professional services,Services,General, ARCAD NA," Investor, Supply Chain",ARCAD.AS,2020,2389547656,,245763000,3303208000,2493564000,18876000,EUR,427958000,-14424000,24372000,2763803000,1853657000,9948000,779014000,910146000
895,Arcadyan Technology Corporation,"Taiwan, Greater China",Partner - BCSD Taiwan,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 3596 TT, Supply Chain,3596.TW,2020,19228329986,,2887702000,33765295000,5053451000,1713942000,TWD,9079768000,272743000,139822000,28807226000,16845230000,412565000,2068830000,11961996000
902,ARC Resources Ltd.,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, ARX CN, Investor,ARX.TO,2020,2120196000,,588900000,1173200000,-362200000,-547200000,CAD,400000,0,-396400000,4954200000,2163600000,-396400000,751100000,2790600000
904,ArcelorMittal,Luxembourg,,public," Benchmark, Benelux, CCGR1800, Continuity Climate Change, Environmental, Euro, Fixed Income, France, FTSE All-World, MSCI ACWI, Spain",Iron & steel,"Metal smelting, refining & forming",Materials,Steel, MT NA," Investor, Supply Chain",MT.AS,2020,22637120000,,1509000000,53270000000,4132000000,-578000000,USD,5963000000,0,6817000000,82052000000,41815000000,6817000000,12322000000,40237000000
912,Archer Daniels Midland,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI, S&P 500",Oilseed processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", ADM US," Investor, Supply Chain",ADM,2020,28380829999,39000,3687000000,64355000000,4453000000,1772000000,USD,666000000,61000000,4913000000,49719000000,29623000000,4913000000,11053000000,20096000000
917,Gigaset AG,Germany,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General, GGS GR, Supply Chain,GGS.DE,2020,39652075,,2342000,214153000,113377000,-10483000,EUR,40692000,0,6700000,204936000,203040000,6700000,3730000,1896000
943,ARKEMA,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, France, MSCI ACWI",Other base chemicals,Chemicals,Materials,Chemicals, AKE FP," Investor, Supply Chain",AKE.PA,2020,7169273320,,1222000000,7884000000,1548000000,332000000,EUR,1587000000,40000000,46000000,10711000000,5476000000,86000000,2797000000,5235000000
950,Arm Ltd.,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change",Other professional services,Specialized professional services,Services,General, ARM LN," Investor, Supply Chain",ARM.L,2020,,,,,,,EUR,,,,,,,,
983,Aryzta AG,Switzerland,,public," Benchmark, Continuity Climate Change, DACH, Environmental, Ireland",Baked goods & cereals,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", ARYN SW," Investor, Supply Chain",ARYN.SW,2020,676002594,,177500000,1669000000,305000000,-488900000,EUR,423600000,0,16800000,3410000000,2142100000,16800000,1394100000,1267900000
992,"Asahi Group Holdings, Ltd.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2502 JP, Investor,2502.T,2020,1980220513752,,265958000000,2027762000000,744612000000,92826000000,JPY,48460000000,4226000000,161094000000,4439378000000,2921562000000,165320000000,1823627000000,1517815000000
993,AGC Inc.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Glass products,Other materials,Materials,General, 5201 JP," Investor, Supply Chain",5201.T,2020,796716000000,,209329000000,1412306000000,359063000000,32715000000,JPY,236124000000,15375000000,162933000000,2534458000000,1291419000000,162933000000,787959000000,1243039000000
994,Asahi Kasei Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Japan, MSCI ACWI",Other base chemicals,Chemicals,Materials,Chemicals, 3407 JP," Investor, Supply Chain",3407.T,2020,1463154603000,,311899000000,2106051000000,680709000000,79768000000,JPY,221779000000,5544000000,286517000000,2918941000000,1424407000000,286517000000,663776000000,1494534000000
1017,Ashland Global Holdings Inc,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental",Specialty chemicals,Chemicals,Materials,Chemicals, ASH US," Investor, Supply Chain",ASH,2020,4831200000,4500,909000000,2326000000,707000000,-491000000,USD,454000000,30000000,5000000,6877000000,3841000000,5000000,2000000000,3036000000
1029,de Volksbank N.V.,Netherlands,CDP Europe,public, Fixed Income,Banks,Financial services,Services,Financial services, 1012Z NA, Investor,1012Z.AS,2020,,,,,,,USD,,,,,,,,
1037,"Asia Vital Components Co., LTD",China,CDP China,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General, 3017 TT, Supply Chain,3017.TW,2020,23100505761,,4355018000,39665534000,6231723000,1915846000,TWD,11108016000,578286000,-260768000,40676236000,29387898000,317518000,12319038000,11288338000
1039,ASM International,Netherlands,,public," Benelux, Continuity Climate Change",Electronic components,Electrical & electronic equipment,Manufacturing,General, ASM NA," Investor, Supply Chain",ASM.AS,2020,8743050554,,425106000,1328122000,623569000,285396000,EUR,435228000,-1431000,744145000,2229939000,375215000,742714000,6221000,1854724000
1046,Asics Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan",Apparel & footwear,Textiles & fabric goods,Apparel,General, 7936 JP," Investor, Supply Chain",7936.T,2020,362316240000,,8755000000,328896000000,152859000000,-16125000000,JPY,81469000000,-49000000,9153000000,333180000000,206418000000,9104000000,122998000000,126762000000
1048,ASML Holding,Netherlands,,public," Benchmark, Benelux, CCGR1800, Continuity Climate Change, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, ASML NA," Investor, Supply Chain",ASML.AS,2020,165977125000,,4542300000,13978500000,6797200000,3553700000,EUR,6049400000,1302200000,820700000,27267400000,13402000000,2122900000,4662800000,13865400000
1051,Astellas Pharma Inc.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Japan, MSCI ACWI",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, 4503 JP," Investor, Supply Chain",4503.T,2020,2960880504000,,220311000000,1249528000000,1003465000000,120589000000,JPY,326128000000,5560000000,146804000000,2273628000000,887513000000,102967000000,278264000000,1386115000000
1062,Assystem,France,,public," Continuity Climate Change, France",Engineering services,Specialized professional services,Services,General, ASY FP, Investor,ASY.PA,2020,364384252,,31900000,438800000,59300000,-23400000,EUR,43100000,0,311700000,675800000,340900000,311700000,105600000,334900000
1065,Assa Abloy,Sweden,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, FTSE All-World, MSCI ACWI, Nordic",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, ASSAB SS," Investor, Supply Chain",ASSAB.ST,2020,,,,,,,EUR,,,,,,,,
1069,Aspen Pharmacare Holdings Ltd.,South Africa,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, South Africa",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, APN SJ," Investor, Supply Chain",APN.JO,2020,57231405000,,9849000000,37766000000,17789000000,4806000000,ZAR,8546000000,9000000,622000000,109684000000,44057000000,9000000,24874000000,65627000000
1076,Assicurazioni Generali Spa,Italy,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, Fixed Income, FTSE All-World, Global 500, Italy, MSCI ACWI",Insurance,Financial services,Services,Financial services, G IM," Investor, Supply Chain",G.MI,2020,22358640446,,3920000000,77719000000,77719000000,1744000000,EUR,7900000000,337005000000,374680000000,544710000000,512916000000,711685000000,13424000000,31794000000
1085,Associated British Foods,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, FTSE All-World, MSCI ACWI, UK",Apparel stores,Discretionary retail,Retail,General, ABF LN," Investor, Supply Chain",ABF.L,2020,17883024111,,1727000000,13915000000,3097000000,455000000,GBP,1996000000,32000000,334000000,16669000000,7230000000,366000000,4111000000,9439000000
1087,"Assurant, Inc.",United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Insurance,Financial services,Services,Financial services, AIZ US," Investor, Supply Chain",AIZ,2020,8063254113,14100,646500000,9593400000,9593400000,440800000,USD,2228600000,13782200000,4125800000,44649900000,38695100000,17908000000,2252900000,5954800000
1092,PLZ Aeroscience,United States of America,,public,,Personal care & household products,Chemicals,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
1104,AstraZeneca,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, Fixed Income, FTSE All-World, Global 500, MSCI ACWI, Nordic, UK",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, AZN LN, Investor,AZN.L,2020,96090880000,,8371000000,26617000000,21318000000,3196000000,USD,7832000000,160000000,987000000,66729000000,51091000000,1147000000,20380000000,15638000000
